100651,1,48,3,U,2,2,2,2,1,1,2,1, , , ,2, ,2,3,3,1,3,2,2,85,3,2,1,4, , ,1.28,.369963454156802
100655,1,53,4,S,2,2,2,2,2,2,2, , , , , , , , , ,2,3,2,1,64,4,2,1,6, , ,2.64,.763049624198405
100664,1,6,4,S,1,1,1,1,1,1,1,1, , , ,1,1,3,1,3,2,1,2,1,60,6,2,4,99, ,I DIDNT DECIDE MOST OF IT IS GARBAGE ANYWAY,1.56,.450892959753603
100673,1,13,3,U,2,2,2,1,1,2,2,2,2, ,2, , , , , ,2,3,2,2,76,3,2,2,1, , ,1.96,.566506539177604
100680,1,17,2,S,1,1,1,2,1,1,1,2,2, ,2, , , , , ,2,1,2,2,60,6,2,1,8, , ,2.44,.705242834486405
100681,1,29,2,S,2,2,1,1,1,2,1,1, , , ,1,1,2,2,2,6,1,1,1,21,4,2,1,4, ,THINGS CHANGE-KINDA GOTTA LIVE YOUR LIFE,3.24,.936469993334406
100683,1,6,4,U,2,2,2,2,1,1,1,1, , , ,1,1,3,3,3,2,3,2,2,99,3,2,1,99, ,DONT USE VERY OFTEN SO SOMETIMES DONT CHECK IT,2.6,.751488266256005
100689,1,36,1,U,1,1,2,2,1,1,1,1, , , ,1,1,3,2,2,2,1,2,1,33,6,2,1,99, ,JUST GOT TIRED OF IT,3,.867101845680006
100697,1,9,1,U,2,1,2,2,1,1,1,1, , , ,1,1,1,1,3,3,3,2,1,52,8,2,1,9, ,CONFUSING,2.84,.820856413910405
100699,1,31,2,R,2,2,2,2,1,1,2,2,1,1,2, , , , , ,2,1,2,1,53,6,2,1,7,TO MUCH TIME, ,1.52,.439331601811203
100702,1,17,2,R,2,2,2,2,1,1,2,1, , , ,1,1,3,3,3,1,3,2,2,91,3,2,1,3, ,VACATION,1,.289033948560002
100704,1,6,4,U,2,1,2,2,1,1,1,2,1,1,2, , , , , ,2,1,1,1,40,8,2,3,9,WASTE OF TIME, ,4.08,1.17925851012481
100708,1,13,3,S,1,1,1,1,1,1,1,1, , , ,2, ,3,3,1,3,2,2,2,69,8,2,2,7, , ,1.68,.485577033580803
100732,1,18,2,S,2,2,2,2,2,2,2, , , , , , , , , ,2,3,2,2,63,3,2,1,6, , ,6.48,1.87293998666881
100747,1,17,2,U,2,2,2,2,1,1,2,2,2, ,2, , , , , ,2,3,2,1,82,8,2,1,7, , ,3.36,.971154067161606
100748,1,25,1,U,2,2,1,2,1,1,2,1, , , ,2, ,3,3,3,2,1,2,1,63,8,2,1,7, , ,3.56,1.02896085687361
100762,1,20,2,U,1,1,1,2,1,1,2,2,2, ,2, , , , , ,2,3,2,1,69,8,2,1,8, , ,2.04,.589629255062404
100767,1,27,2,S,2,2,1,1,1,1,1,1, , , ,2, ,3,3,3,2,1,2,2,51,3,2,1,8, , ,2.6,.751488266256005
100769,1,17,2,S,2,2,2,2,2,2,2, , , , , , , , , ,1,2,2,2,68,3,2,1,3, , ,1.64,.474015675638403
100771,1,41,4,U,2,2,2,2,1,1,2,2,1,1,2, , , , , ,5,3,2,1,82,8,2,1,99,I DIDNT LIKE TO TALK THAT MUCH, ,1.44,.416208885926403
100772,1,13,3,U,2,2,2,2,1,1,2,2,1,1,2, , , , , ,2,3,2,1,74,3,2,9,6,JUST QUIT, ,6.2,1.79201048107201
